Invoice_ID,Date,Region,Category,Spend_Baseline_USD,Actual_Spend_USD,Savings_Achieved_USD,Savings_Percentage,Status
INV-11348,2025-07-04,EMENA,Professional Services,87618.3,80385.22,7233.08,8.26,Completed
INV-10097,2025-07-05,Americas,IT Hardware,43230.9,37744.77,5486.13,12.69,Completed
INV-10287,2025-07-05,Americas,Professional Services,14071.82,13696.8,375.02,2.67,Completed
INV-10326,2025-07-05,Asia,Office Supplies,4043.17,3686.09,357.08,8.83,Completed
INV-11177,2025-07-05,EMENA,Raw Materials,97434.99,87507.3,9927.69,10.19,Completed
INV-11472,2025-07-06,Americas,Raw Materials,95342.76,91144.89,4197.87,4.4,Completed
INV-10160,2025-07-07,Americas,Software Licenses,4815.1,4226.47,588.63,12.22,Completed
INV-10163,2025-07-07,Asia,Marketing,78495.67,67055.31,11440.36,14.57,Completed
INV-10575,2025-07-07,EMENA,Software Licenses,14947.46,13502.64,1444.82,9.67,Completed
INV-10769,2025-07-07,EMENA,Raw Materials,119761.47,112762.92,6998.55,5.84,Completed
INV-10943,2025-07-07,Americas,Logistics,4097.4,3484.38,613.02,14.96,Completed
INV-10266,2025-07-08,EMENA,Office Supplies,1124.95,1150.04,-25.09,-2.23,Completed
INV-10430,2025-07-08,EMENA,Logistics,21593.31,20380.43,1212.88,5.62,Completed
INV-10626,2025-07-08,Americas,Office Supplies,1514.97,1359.85,155.12,10.24,Completed
INV-11488,2025-07-08,EMENA,Raw Materials,102283.18,91612.6,10670.58,10.43,Completed
INV-10045,2025-07-09,Americas,Software Licenses,18731.93,16212.25,2519.68,13.45,Completed
INV-10259,2025-07-09,Americas,Raw Materials,64573.4,61993.89,2579.51,3.99,Completed
INV-10917,2025-07-09,Asia,Software Licenses,18292.5,16169.37,2123.13,11.61,Pending
INV-10232,2025-07-10,Asia,Software Licenses,17587.04,17116.0,471.04,2.68,Completed
INV-10474,2025-07-10,EMENA,Software Licenses,18048.46,16467.98,1580.48,8.76,Completed
INV-11205,2025-07-10,Americas,IT Hardware,10438.99,10880.92,-441.93,-4.23,Completed
INV-11428,2025-07-10,Asia,Professional Services,99582.33,88570.08,11012.25,11.06,Completed
INV-11474,2025-07-10,Asia,Office Supplies,2126.23,1868.44,257.79,12.12,Completed
INV-10412,2025-07-11,Asia,Software Licenses,6950.53,6595.95,354.58,5.1,Completed
INV-10569,2025-07-11,Americas,Logistics,16566.02,16153.46,412.56,2.49,In Progress
INV-10222,2025-07-12,Americas,Software Licenses,12305.78,10559.09,1746.69,14.19,Completed
INV-10377,2025-07-12,Americas,Office Supplies,4966.64,4550.54,416.1,8.38,Completed
INV-10514,2025-07-12,EMENA,Professional Services,33501.49,32375.36,1126.13,3.36,Completed
INV-10628,2025-07-13,Asia,IT Hardware,13413.95,12842.6,571.35,4.26,Completed
INV-10840,2025-07-13,Americas,Marketing,64329.99,58764.38,5565.61,8.65,Completed
INV-11285,2025-07-13,EMENA,Logistics,34800.39,32313.31,2487.08,7.15,Completed
INV-10087,2025-07-14,Asia,Logistics,7156.58,6583.9,572.68,8.0,Completed
INV-10893,2025-07-14,EMENA,Raw Materials,98935.09,86486.22,12448.87,12.58,Completed
INV-10057,2025-07-15,Asia,Office Supplies,1616.75,1550.96,65.79,4.07,Pending
INV-10333,2025-07-15,Asia,Marketing,53441.06,49451.84,3989.22,7.46,Completed
INV-10724,2025-07-15,EMENA,Marketing,25246.18,23967.34,1278.84,5.07,Completed
INV-10794,2025-07-15,EMENA,Marketing,53958.44,54558.95,-600.51,-1.11,Completed
INV-10214,2025-07-16,Asia,Office Supplies,4898.16,4742.7,155.46,3.17,Completed
INV-10281,2025-07-16,Americas,Logistics,11420.92,11048.76,372.16,3.26,Pending
INV-10490,2025-07-16,Americas,Logistics,35545.59,32621.11,2924.48,8.23,Completed
INV-10235,2025-07-17,Americas,IT Hardware,23670.36,21977.01,1693.35,7.15,In Progress
INV-10251,2025-07-17,Americas,Logistics,35800.49,31625.08,4175.41,11.66,Completed
INV-10347,2025-07-18,EMENA,Raw Materials,235704.87,218228.29,17476.58,7.41,Completed
INV-10373,2025-07-19,EMENA,Professional Services,24620.52,23358.44,1262.08,5.13,Completed
INV-10407,2025-07-19,EMENA,Marketing,51058.02,48727.11,2330.91,4.57,Completed
INV-10644,2025-07-19,Americas,Logistics,19142.78,17753.43,1389.35,7.26,Completed
INV-10448,2025-07-20,Asia,Professional Services,28490.11,25672.42,2817.69,9.89,Completed
INV-10884,2025-07-20,EMENA,Software Licenses,17360.83,15621.23,1739.6,10.02,Completed
INV-10926,2025-07-20,Americas,Professional Services,34037.9,32922.27,1115.63,3.28,Completed
INV-11402,2025-07-20,Americas,Logistics,27760.15,23631.08,4129.07,14.87,Completed
INV-10428,2025-07-21,EMENA,Marketing,29157.25,27635.76,1521.49,5.22,Completed
INV-10475,2025-07-21,Asia,IT Hardware,31134.68,28466.26,2668.42,8.57,Completed
INV-10518,2025-07-21,Asia,Professional Services,69453.81,65379.5,4074.31,5.87,Completed
INV-10305,2025-07-22,Americas,IT Hardware,30806.46,28014.94,2791.52,9.06,Pending
INV-10330,2025-07-22,EMENA,Raw Materials,258070.24,225837.53,32232.71,12.49,Completed
INV-10761,2025-07-22,Americas,Professional Services,11356.09,9956.22,1399.87,12.33,Completed
INV-10799,2025-07-22,Asia,Software Licenses,15478.63,14201.33,1277.3,8.25,Completed
INV-11211,2025-07-22,EMENA,Office Supplies,3311.47,2976.79,334.68,10.11,Completed
INV-11455,2025-07-22,Americas,IT Hardware,12003.37,10738.67,1264.7,10.54,Completed
INV-10389,2025-07-23,Americas,Raw Materials,476275.51,454314.12,21961.39,4.61,In Progress
INV-10544,2025-07-23,Americas,Marketing,19933.23,18580.05,1353.18,6.79,Completed
INV-10785,2025-07-23,Asia,Marketing,24056.68,20568.11,3488.57,14.5,Completed
INV-11118,2025-07-23,EMENA,IT Hardware,26099.67,22620.91,3478.76,13.33,Completed
INV-11460,2025-07-24,Asia,Marketing,14557.55,12844.98,1712.57,11.76,Completed
INV-10453,2025-07-25,Americas,Marketing,58447.18,51449.63,6997.55,11.97,Completed
INV-11075,2025-07-25,Asia,Software Licenses,6459.76,6290.65,169.11,2.62,Pending
INV-11257,2025-07-25,EMENA,Marketing,9184.25,8938.24,246.01,2.68,Completed
INV-10122,2025-07-26,Asia,Professional Services,49523.81,45515.81,4008.0,8.09,In Progress
INV-10535,2025-07-26,Asia,Logistics,23736.88,21802.42,1934.46,8.15,Completed
INV-11139,2025-07-26,Americas,IT Hardware,5923.04,5644.25,278.79,4.71,Completed
INV-11200,2025-07-26,EMENA,Logistics,10161.81,9855.44,306.37,3.01,Completed
INV-10067,2025-07-27,Americas,Marketing,61110.09,58505.36,2604.73,4.26,Completed
INV-10662,2025-07-27,EMENA,Office Supplies,2782.3,2715.37,66.93,2.41,Completed
INV-11101,2025-07-28,EMENA,Logistics,25991.4,22499.96,3491.44,13.43,Completed
INV-10143,2025-07-29,Americas,IT Hardware,28667.8,26391.56,2276.24,7.94,Pending
INV-11182,2025-07-29,Asia,Logistics,31914.2,30703.4,1210.8,3.79,Pending
INV-10056,2025-07-30,Americas,IT Hardware,13071.23,11238.86,1832.37,14.02,Pending
INV-10444,2025-07-30,EMENA,Logistics,15345.13,14613.21,731.92,4.77,Completed
INV-10534,2025-07-30,EMENA,Office Supplies,1787.42,1627.21,160.21,8.96,Completed
INV-10822,2025-07-30,EMENA,Marketing,7211.25,6768.27,442.98,6.14,Completed
INV-10928,2025-07-30,Asia,Software Licenses,6952.13,7276.12,-323.99,-4.66,Completed
INV-11068,2025-07-30,Asia,Professional Services,44251.6,40903.56,3348.04,7.57,Completed
INV-10298,2025-07-31,Asia,IT Hardware,13585.29,12534.67,1050.62,7.73,Completed
INV-10524,2025-07-31,Asia,Marketing,12252.7,10943.4,1309.3,10.69,In Progress
INV-10564,2025-07-31,EMENA,Raw Materials,103917.17,92643.12,11274.05,10.85,Completed
INV-10783,2025-07-31,Americas,Professional Services,59507.32,50605.59,8901.73,14.96,Completed
INV-10801,2025-07-31,Americas,Professional Services,71626.42,64830.34,6796.08,9.49,Completed
INV-10863,2025-07-31,Americas,Office Supplies,2916.35,2730.97,185.38,6.36,In Progress
INV-10324,2025-08-01,EMENA,Logistics,7821.05,6904.38,916.67,11.72,Completed
INV-10329,2025-08-01,EMENA,Raw Materials,250467.21,243646.32,6820.89,2.72,Completed
INV-10401,2025-08-01,Asia,Marketing,42534.93,44439.33,-1904.4,-4.48,In Progress
INV-10780,2025-08-01,EMENA,Raw Materials,331396.27,317061.15,14335.12,4.33,Completed
INV-11179,2025-08-01,Americas,Professional Services,83724.47,80711.41,3013.06,3.6,Completed
INV-10114,2025-08-02,Asia,Professional Services,17666.28,16742.95,923.33,5.23,Completed
INV-10294,2025-08-02,Americas,Office Supplies,574.87,538.62,36.25,6.31,Completed
INV-11164,2025-08-02,Americas,Raw Materials,192132.57,186703.6,5428.97,2.83,Pending
INV-10041,2025-08-03,EMENA,Raw Materials,160796.91,145153.38,15643.53,9.73,Completed
INV-10083,2025-08-03,Americas,Professional Services,77812.76,67623.32,10189.44,13.09,Completed
INV-10525,2025-08-03,Asia,Software Licenses,11518.44,10029.06,1489.38,12.93,In Progress
INV-11027,2025-08-03,Americas,Marketing,15162.3,14537.16,625.14,4.12,Completed
INV-11186,2025-08-03,Asia,Marketing,64930.31,56239.02,8691.29,13.39,Completed
INV-10066,2025-08-04,Americas,Professional Services,46216.03,43515.39,2700.64,5.84,Completed
INV-10732,2025-08-04,Asia,Software Licenses,17496.9,15689.9,1807.0,10.33,Completed
INV-10753,2025-08-04,EMENA,Software Licenses,2713.74,2654.27,59.47,2.19,Completed
INV-10016,2025-08-05,EMENA,Office Supplies,993.42,892.52,100.9,10.16,Completed
INV-10619,2025-08-05,Asia,Marketing,72039.95,65599.05,6440.9,8.94,Pending
INV-11201,2025-08-05,Asia,Office Supplies,2276.52,2152.95,123.57,5.43,In Progress
INV-11393,2025-08-05,Americas,IT Hardware,31552.69,30142.87,1409.82,4.47,Completed
INV-11016,2025-08-06,Americas,Office Supplies,2491.27,2388.4,102.87,4.13,Completed
INV-11147,2025-08-06,EMENA,Raw Materials,84439.63,82255.82,2183.81,2.59,Completed
INV-10851,2025-08-07,Americas,Professional Services,43171.25,40181.12,2990.13,6.93,Pending
INV-11146,2025-08-07,EMENA,Software Licenses,14001.96,13175.1,826.86,5.91,Completed
INV-11407,2025-08-07,Asia,IT Hardware,35524.3,30248.84,5275.46,14.85,Completed
INV-10191,2025-08-08,Asia,Professional Services,20339.68,19196.31,1143.37,5.62,Pending
INV-11330,2025-08-08,Asia,Marketing,19216.07,18314.35,901.72,4.69,Completed
INV-10184,2025-08-09,Asia,Marketing,70827.97,64334.92,6493.05,9.17,Completed
INV-11063,2025-08-09,Asia,Office Supplies,4007.22,3466.2,541.02,13.5,Completed
INV-11172,2025-08-09,EMENA,Software Licenses,16731.03,17514.32,-783.29,-4.68,Completed
INV-10516,2025-08-11,Asia,IT Hardware,24409.55,21847.22,2562.33,10.5,Completed
INV-11113,2025-08-11,Americas,Software Licenses,18997.63,18327.86,669.77,3.53,Completed
INV-11385,2025-08-11,EMENA,Software Licenses,15311.8,13692.32,1619.48,10.58,In Progress
INV-11165,2025-08-12,EMENA,Logistics,25662.47,22993.49,2668.98,10.4,Completed
INV-11479,2025-08-12,Asia,Professional Services,90542.17,83452.47,7089.7,7.83,Completed
INV-10026,2025-08-13,EMENA,Marketing,28378.72,24139.81,4238.91,14.94,Pending
INV-10217,2025-08-13,Americas,Marketing,11324.68,11490.23,-165.55,-1.46,Completed
INV-10765,2025-08-13,Americas,Raw Materials,404852.82,356930.12,47922.7,11.84,Completed
INV-11456,2025-08-13,Americas,Logistics,35903.35,32681.54,3221.81,8.97,Completed
INV-10230,2025-08-14,Americas,Office Supplies,1373.07,1224.53,148.54,10.82,Completed
INV-11323,2025-08-14,EMENA,IT Hardware,35212.65,34457.08,755.57,2.15,Completed
INV-10306,2025-08-15,EMENA,Professional Services,13785.98,11798.17,1987.81,14.42,Completed
INV-10845,2025-08-15,Americas,Software Licenses,5120.6,4579.19,541.41,10.57,Completed
INV-11008,2025-08-15,Asia,Marketing,16031.26,14532.66,1498.6,9.35,Completed
INV-10170,2025-08-16,Americas,Raw Materials,233652.15,241006.0,-7353.85,-3.15,Completed
INV-10577,2025-08-16,EMENA,Marketing,13108.51,13688.04,-579.53,-4.42,Completed
INV-10734,2025-08-16,Asia,Professional Services,73939.01,66641.23,7297.78,9.87,Completed
INV-10999,2025-08-16,Americas,Logistics,24547.58,21832.81,2714.77,11.06,Completed
INV-11015,2025-08-16,Americas,Logistics,35223.47,34117.88,1105.59,3.14,Completed
INV-11105,2025-08-16,Asia,IT Hardware,39288.9,35227.27,4061.63,10.34,Completed
INV-11286,2025-08-16,Americas,Professional Services,59549.68,57318.77,2230.91,3.75,Completed
INV-10659,2025-08-17,Americas,Software Licenses,13912.02,13034.13,877.89,6.31,Completed
INV-10003,2025-08-18,Asia,Software Licenses,14604.37,12980.77,1623.6,11.12,Completed
INV-10178,2025-08-18,EMENA,Marketing,36572.04,35300.27,1271.77,3.48,Completed
INV-10818,2025-08-18,Asia,Software Licenses,9102.83,8551.11,551.72,6.06,Completed
INV-11336,2025-08-18,Asia,Logistics,4565.51,4463.72,101.79,2.23,Completed
INV-11347,2025-08-18,EMENA,Logistics,8704.55,8248.73,455.82,5.24,In Progress
INV-10609,2025-08-19,EMENA,Marketing,67809.97,61263.23,6546.74,9.65,Completed
INV-10905,2025-08-19,Americas,Raw Materials,130908.82,119621.35,11287.47,8.62,Completed
INV-11287,2025-08-19,EMENA,Raw Materials,68514.31,62581.38,5932.93,8.66,Completed
INV-11297,2025-08-19,EMENA,Logistics,31264.98,27802.93,3462.05,11.07,Pending
INV-11317,2025-08-19,EMENA,Office Supplies,973.51,857.03,116.48,11.96,Completed
INV-10479,2025-08-20,Americas,Logistics,6588.0,6149.39,438.61,6.66,Completed
INV-10106,2025-08-21,Americas,Logistics,39872.0,36221.7,3650.3,9.16,Completed
INV-10172,2025-08-21,Americas,Professional Services,27082.77,26111.02,971.75,3.59,Completed
INV-10315,2025-08-21,Americas,Raw Materials,321252.33,276052.41,45199.92,14.07,In Progress
INV-11056,2025-08-21,Asia,Logistics,39525.88,36107.53,3418.35,8.65,Completed
INV-11246,2025-08-21,EMENA,Marketing,55830.08,50253.81,5576.27,9.99,Completed
INV-11258,2025-08-21,Americas,Software Licenses,17427.07,15294.49,2132.58,12.24,Completed
INV-11268,2025-08-21,Asia,Professional Services,65449.28,60577.86,4871.42,7.44,Pending
INV-11305,2025-08-21,Americas,Professional Services,28530.31,26880.01,1650.3,5.78,Completed
INV-11351,2025-08-21,EMENA,Raw Materials,376991.71,356842.29,20149.42,5.34,Completed
INV-11497,2025-08-21,Asia,Raw Materials,134531.61,129330.9,5200.71,3.87,In Progress
INV-11048,2025-08-22,Asia,IT Hardware,8701.16,7968.67,732.49,8.42,Completed
INV-10240,2025-08-23,Americas,IT Hardware,7148.73,6615.6,533.13,7.46,Completed
INV-10531,2025-08-23,Americas,Raw Materials,228809.75,214532.83,14276.92,6.24,In Progress
INV-10565,2025-08-23,EMENA,Software Licenses,19854.61,18573.05,1281.56,6.45,Completed
INV-10812,2025-08-23,Americas,Office Supplies,3186.98,3086.77,100.21,3.14,Completed
INV-11129,2025-08-23,Americas,IT Hardware,24868.39,21174.28,3694.11,14.85,Completed
INV-11313,2025-08-23,EMENA,Logistics,11467.12,9896.18,1570.94,13.7,Completed
INV-11070,2025-08-24,Americas,IT Hardware,20191.74,19736.16,455.58,2.26,Completed
INV-10392,2025-08-25,Asia,Software Licenses,13952.54,12675.7,1276.84,9.15,In Progress
INV-10483,2025-08-25,Americas,Office Supplies,2534.91,2237.69,297.22,11.73,Completed
INV-10976,2025-08-25,Asia,Logistics,34763.56,33090.13,1673.43,4.81,Completed
INV-11111,2025-08-25,EMENA,Raw Materials,341198.01,306579.53,34618.48,10.15,Completed
INV-10075,2025-08-26,Asia,Software Licenses,18431.93,17772.5,659.43,3.58,Completed
INV-10400,2025-08-26,Asia,Raw Materials,359448.98,341931.55,17517.43,4.87,Completed
INV-10883,2025-08-27,Americas,IT Hardware,25501.29,22722.1,2779.19,10.9,Completed
INV-10316,2025-08-28,Asia,Raw Materials,272260.59,233596.08,38664.51,14.2,Completed
INV-11128,2025-08-28,EMENA,Software Licenses,4479.69,4116.24,363.45,8.11,Completed
INV-11167,2025-08-28,Asia,Professional Services,92956.2,80783.68,12172.52,13.09,Completed
INV-10125,2025-08-29,Asia,Office Supplies,1712.8,1669.59,43.21,2.52,Completed
INV-10309,2025-08-30,EMENA,Marketing,22462.74,21720.89,741.85,3.3,Completed
INV-10663,2025-08-30,EMENA,IT Hardware,29821.73,27118.36,2703.37,9.07,Completed
INV-10721,2025-08-30,Asia,Office Supplies,1668.65,1516.28,152.37,9.13,In Progress
INV-10105,2025-08-31,EMENA,Logistics,28287.91,26596.1,1691.81,5.98,Completed
INV-10186,2025-08-31,Americas,Marketing,24116.73,20644.72,3472.01,14.4,Completed
INV-10558,2025-09-01,Americas,Marketing,58502.7,52112.96,6389.74,10.92,In Progress
INV-10634,2025-09-01,Americas,Professional Services,36421.69,31193.72,5227.97,14.35,In Progress
INV-10683,2025-09-01,Asia,Marketing,36484.63,35045.57,1439.06,3.94,In Progress
INV-10901,2025-09-01,Americas,Logistics,16499.47,15000.24,1499.23,9.09,Completed
INV-11302,2025-09-01,Americas,Software Licenses,19025.16,18487.09,538.07,2.83,Completed
INV-10082,2025-09-02,Asia,Marketing,6464.9,5595.47,869.43,13.45,Completed
INV-10300,2025-09-02,Asia,Software Licenses,10854.98,9846.39,1008.59,9.29,Completed
INV-11153,2025-09-02,Asia,IT Hardware,5263.12,5078.03,185.09,3.52,Completed
INV-11436,2025-09-02,Asia,Office Supplies,2892.57,2611.12,281.45,9.73,Completed
INV-10675,2025-09-03,EMENA,Logistics,32824.56,29094.6,3729.96,11.36,Completed
INV-10979,2025-09-03,Americas,Marketing,62645.48,61118.77,1526.71,2.44,Pending
INV-10553,2025-09-04,Asia,Marketing,49532.94,46722.05,2810.89,5.67,Completed
INV-10582,2025-09-04,Americas,Software Licenses,1748.71,1600.9,147.81,8.45,Completed
INV-10759,2025-09-04,Asia,IT Hardware,38512.61,34990.81,3521.8,9.14,Completed
INV-10862,2025-09-04,Asia,Logistics,36814.2,32262.38,4551.82,12.36,Completed
INV-11261,2025-09-04,EMENA,Raw Materials,106691.73,97499.52,9192.21,8.62,Completed
INV-10278,2025-09-05,Americas,Logistics,4772.97,4640.34,132.63,2.78,Completed
INV-10362,2025-09-05,Americas,Professional Services,15440.51,13851.61,1588.9,10.29,Completed
INV-10385,2025-09-05,Americas,Software Licenses,2202.08,2033.6,168.48,7.65,Completed
INV-11405,2025-09-05,Americas,Logistics,26876.09,24322.04,2554.05,9.5,Completed
INV-10035,2025-09-06,EMENA,IT Hardware,46686.51,40601.84,6084.67,13.03,Completed
INV-10197,2025-09-06,Asia,IT Hardware,35328.59,33372.33,1956.26,5.54,Completed
INV-10492,2025-09-06,EMENA,Logistics,31712.8,29598.05,2114.75,6.67,Completed
INV-11373,2025-09-06,Americas,Raw Materials,284033.35,242829.34,41204.01,14.51,Completed
INV-11463,2025-09-06,Americas,Raw Materials,381844.2,352647.36,29196.84,7.65,Completed
INV-10672,2025-09-07,Americas,Software Licenses,10811.06,10098.86,712.2,6.59,Completed
INV-10891,2025-09-07,Asia,Marketing,10842.08,9313.21,1528.87,14.1,Completed
INV-10903,2025-09-07,Asia,Software Licenses,3551.27,3600.75,-49.48,-1.39,Completed
INV-10103,2025-09-08,EMENA,Raw Materials,476628.16,461790.88,14837.28,3.11,Completed
INV-10573,2025-09-08,Asia,Professional Services,49029.87,43671.82,5358.05,10.93,Completed
INV-10813,2025-09-08,Asia,IT Hardware,6788.86,5839.13,949.73,13.99,Completed
INV-11207,2025-09-08,EMENA,Professional Services,90015.15,85692.12,4323.03,4.8,Completed
INV-11459,2025-09-08,EMENA,Logistics,38468.56,32783.65,5684.91,14.78,Completed
INV-10126,2025-09-09,Americas,Professional Services,26334.02,23803.51,2530.51,9.61,In Progress
INV-10262,2025-09-09,Americas,Marketing,38470.48,32718.09,5752.39,14.95,Completed
INV-11094,2025-09-09,EMENA,Professional Services,49552.79,46923.53,2629.26,5.31,Completed
INV-11126,2025-09-09,Americas,Raw Materials,190854.64,164889.37,25965.27,13.6,Completed
INV-11353,2025-09-09,EMENA,IT Hardware,5577.54,5102.94,474.6,8.51,Completed
INV-11365,2025-09-09,Asia,Logistics,28562.34,27967.25,595.09,2.08,Completed
INV-10015,2025-09-10,Asia,Logistics,15755.86,13397.96,2357.9,14.97,Completed
INV-10167,2025-09-10,Asia,Professional Services,68431.55,71725.8,-3294.25,-4.81,Completed
INV-10469,2025-09-10,Americas,Marketing,51703.81,47551.45,4152.36,8.03,In Progress
INV-11222,2025-09-10,EMENA,IT Hardware,14115.18,12452.73,1662.45,11.78,Completed
INV-10699,2025-09-11,Asia,Raw Materials,75858.37,66712.19,9146.18,12.06,Completed
INV-11144,2025-09-11,Americas,Marketing,21817.27,19434.59,2382.68,10.92,Completed
INV-11283,2025-09-11,EMENA,Professional Services,74123.82,67577.81,6546.01,8.83,Completed
INV-10276,2025-09-12,Asia,Software Licenses,15572.22,14417.44,1154.78,7.42,Pending
INV-10965,2025-09-12,EMENA,Office Supplies,1171.48,1019.55,151.93,12.97,Completed
INV-11282,2025-09-13,Asia,Logistics,30549.71,27376.84,3172.87,10.39,Completed
INV-10798,2025-09-14,Asia,Marketing,8698.33,8072.96,625.37,7.19,Completed
INV-11289,2025-09-14,Americas,Marketing,10691.63,9224.83,1466.8,13.72,Completed
INV-10571,2025-09-15,EMENA,Marketing,70773.89,66486.97,4286.92,6.06,Completed
INV-11367,2025-09-15,EMENA,Professional Services,26776.0,25772.89,1003.11,3.75,In Progress
INV-10002,2025-09-16,Asia,Raw Materials,89122.47,92604.32,-3481.85,-3.91,Completed
INV-11202,2025-09-16,Asia,Logistics,29805.24,27593.69,2211.55,7.42,Completed
INV-10065,2025-09-17,Asia,Professional Services,69704.87,67181.46,2523.41,3.62,Completed
INV-10243,2025-09-17,Asia,Professional Services,16091.14,14668.88,1422.26,8.84,Completed
INV-10705,2025-09-17,Asia,Software Licenses,9640.42,10038.07,-397.65,-4.12,Completed
INV-10265,2025-09-18,Asia,Marketing,74549.33,66878.13,7671.2,10.29,Completed
INV-10602,2025-09-18,EMENA,Office Supplies,3218.91,2895.48,323.43,10.05,Completed
INV-11280,2025-09-18,EMENA,IT Hardware,33325.66,31445.78,1879.88,5.64,In Progress
INV-10062,2025-09-19,Asia,Logistics,15136.11,13285.94,1850.17,12.22,Completed
INV-10207,2025-09-19,Americas,Office Supplies,1256.6,1148.08,108.52,8.64,Completed
INV-10399,2025-09-19,Americas,Office Supplies,2437.05,2384.97,52.08,2.14,Completed
INV-10454,2025-09-19,Asia,Raw Materials,327221.18,308873.62,18347.56,5.61,In Progress
INV-10381,2025-09-20,EMENA,Software Licenses,2658.65,2456.52,202.13,7.6,Completed
INV-11012,2025-09-20,Asia,Office Supplies,2504.56,2235.81,268.75,10.73,Completed
INV-11141,2025-09-20,Asia,Raw Materials,109079.0,97460.16,11618.84,10.65,Completed
INV-11143,2025-09-20,Americas,Raw Materials,133860.12,120207.83,13652.29,10.2,Completed
INV-11162,2025-09-20,Asia,Raw Materials,499561.87,487166.62,12395.25,2.48,Completed
INV-11028,2025-09-21,Americas,IT Hardware,18043.53,16440.37,1603.16,8.88,Completed
INV-11248,2025-09-22,Americas,Professional Services,20954.59,19123.61,1830.98,8.74,Completed
INV-11295,2025-09-22,Americas,Software Licenses,5311.6,4688.08,623.52,11.74,Completed
INV-10074,2025-09-23,EMENA,Office Supplies,2413.16,2309.72,103.44,4.29,Completed
INV-10130,2025-09-23,EMENA,Marketing,70202.56,64582.36,5620.2,8.01,Completed
INV-10832,2025-09-23,Americas,Logistics,33426.38,32573.54,852.84,2.55,Completed
INV-11264,2025-09-23,Americas,Professional Services,64299.65,60580.67,3718.98,5.78,Completed
INV-10927,2025-09-24,Asia,Marketing,23134.77,20651.35,2483.42,10.73,Completed
INV-11059,2025-09-24,Americas,Raw Materials,330454.68,291189.3,39265.38,11.88,Completed
INV-11372,2025-09-25,EMENA,Marketing,48683.41,41459.26,7224.15,14.84,Completed
INV-10296,2025-09-26,Asia,Raw Materials,152394.45,148329.15,4065.3,2.67,Completed
INV-10460,2025-09-26,EMENA,Office Supplies,4549.54,4260.41,289.13,6.36,Completed
INV-10742,2025-09-26,Asia,Logistics,25979.81,23312.71,2667.1,10.27,Completed
INV-11091,2025-09-26,Asia,IT Hardware,28488.09,24848.23,3639.86,12.78,Completed
INV-11310,2025-09-27,EMENA,Logistics,4430.86,4112.28,318.58,7.19,Completed
INV-10039,2025-09-29,Americas,IT Hardware,7256.41,6661.51,594.9,8.2,Completed
INV-10749,2025-09-30,Asia,Office Supplies,3622.66,3422.17,200.49,5.53,Pending
INV-10895,2025-09-30,Asia,Office Supplies,500.83,481.26,19.57,3.91,Completed
INV-11215,2025-09-30,Asia,Software Licenses,15260.61,15521.37,-260.76,-1.71,Completed
INV-11362,2025-09-30,EMENA,Office Supplies,2420.92,2154.77,266.15,10.99,Completed
INV-11444,2025-09-30,Asia,Software Licenses,10113.46,9234.08,879.38,8.7,Completed
INV-10432,2025-10-01,Americas,Marketing,54810.79,51162.09,3648.7,6.66,Completed
INV-10866,2025-10-01,EMENA,Professional Services,85666.52,80176.17,5490.35,6.41,Pending
INV-11230,2025-10-01,EMENA,Raw Materials,428307.89,404078.31,24229.58,5.66,Completed
INV-11322,2025-10-01,EMENA,Office Supplies,581.3,562.08,19.22,3.31,Completed
INV-10060,2025-10-02,Americas,Professional Services,67733.36,62859.39,4873.97,7.2,Completed
INV-10107,2025-10-02,Americas,Software Licenses,3292.46,3144.18,148.28,4.5,In Progress
INV-10363,2025-10-02,EMENA,IT Hardware,28949.56,29351.68,-402.12,-1.39,In Progress
INV-10044,2025-10-03,EMENA,Logistics,25604.05,23218.03,2386.02,9.32,Completed
INV-10063,2025-10-03,Asia,Software Licenses,5839.73,5861.46,-21.73,-0.37,Completed
INV-10138,2025-10-03,Asia,Raw Materials,499506.05,457720.75,41785.3,8.37,Completed
INV-10639,2025-10-03,Asia,IT Hardware,47669.53,45678.79,1990.74,4.18,Completed
INV-10741,2025-10-04,Asia,Professional Services,59369.07,57138.87,2230.2,3.76,Completed
INV-10878,2025-10-04,Asia,Software Licenses,4254.22,3996.93,257.29,6.05,Completed
INV-10941,2025-10-04,Americas,Logistics,34073.87,29933.15,4140.72,12.15,Completed
INV-11192,2025-10-04,Americas,Office Supplies,3360.58,3283.14,77.44,2.3,Completed
INV-11342,2025-10-04,EMENA,Software Licenses,17091.76,16013.87,1077.89,6.31,Completed
INV-11384,2025-10-04,Americas,Software Licenses,18031.76,15432.36,2599.4,14.42,Completed
INV-10038,2025-10-05,EMENA,Software Licenses,6637.45,5668.83,968.62,14.59,Completed
INV-11060,2025-10-05,Americas,Software Licenses,6577.7,6020.39,557.31,8.47,Completed
INV-10120,2025-10-06,Asia,Raw Materials,347532.37,298399.32,49133.05,14.14,Completed
INV-10336,2025-10-06,EMENA,Office Supplies,602.31,566.9,35.41,5.88,Completed
INV-10670,2025-10-06,Asia,Marketing,67223.54,58583.07,8640.47,12.85,Completed
INV-10253,2025-10-07,Asia,Logistics,4999.23,4507.71,491.52,9.83,Completed
INV-10648,2025-10-07,Asia,Software Licenses,3591.25,3336.89,254.36,7.08,Completed
